3.767931368201971054e-03,4.029260948300361633e-03,4.711038433015346527e-03,5.518631078302860260e-03,6.048374809324741364e-03,5.989992991089820862e-03,5.353584885597229004e-03,4.521363414824008942e-03,4.029584582895040512e-03,4.224457778036594391e-03,5.055096000432968140e-03,6.140812300145626068e-03,7.023347541689872742e-03,7.413864601403474808e-03,7.317675743252038956e-03,7.027575746178627014e-03,7.007348351180553436e-03,7.683444302529096603e-03,9.210735559463500977e-03,1.134556718170642853e-02,1.353290397673845291e-02,1.517414208501577377e-02,1.591443270444869995e-02,1.579429395496845245e-02,1.521844416856765747e-02,1.478183828294277191e-02,1.501375623047351837e-02,1.611872017383575439e-02,1.783968880772590637e-02,1.956089027225971222e-02,2.062915824353694916e-02,2.069470845162868500e-02,1.984838210046291351e-02,1.851103082299232483e-02,1.722488179802894592e-02,1.649629510939121246e-02,1.668288558721542358e-02,1.784394495189189911e-02,1.959959417581558228e-02,2.118906192481517792e-02,2.183006517589092255e-02,2.118905819952487946e-02,1.959959045052528381e-02,1.784394122660160065e-02,1.668288558721542358e-02,1.649629697203636169e-02,1.722487807273864746e-02,1.851103082299232483e-02,1.984838210046291351e-02,2.069470658898353577e-02,2.062915638089179993e-02,1.956089027225971222e-02,1.783968321979045868e-02,1.611871831119060516e-02,1.501375623047351837e-02,1.478183642029762268e-02,1.521844230592250824e-02,1.579428836703300476e-02,1.591442897915840149e-02,1.517414022237062454e-02,1.353290211409330368e-02,1.134556625038385391e-02,9.210733696818351746e-03,7.683442905545234680e-03,7.007347419857978821e-03,7.027575280517339706e-03,7.317676208913326263e-03,7.413864135742187500e-03,7.023347076028585434e-03,6.140812300145626068e-03,5.055096466094255447e-03,4.224457778036594391e-03,4.029584582895040512e-03,4.521363880485296249e-03,5.353584885597229004e-03,5.989993922412395477e-03,6.048374343663454056e-03,5.518632475286722183e-03,4.711037967354059219e-03,4.029260948300361633e-03,3.767931368201971054e-03
3.821020713075995445e-03,4.076791927218437195e-03,4.744905978441238403e-03,5.538009572774171829e-03,6.060302723199129105e-03,6.007102783769369125e-03,5.390395410358905792e-03,4.589269403368234634e-03,4.130577668547630310e-03,4.346384201198816299e-03,5.173651035875082016e-03,6.231320090591907501e-03,7.079143542796373367e-03,7.462674286216497421e-03,7.427213247865438461e-03,7.295932620763778687e-03,7.538941223174333572e-03,8.555741049349308014e-03,1.044116914272308350e-02,1.287178229540586472e-02,1.521886698901653290e-02,1.684606261551380157e-02,1.741653308272361755e-02,1.704311743378639221e-02,1.623327843844890594e-02,1.567818224430084229e-02,1.596135832369327545e-02,1.727845519781112671e-02,1.930156163871288300e-02,2.130656503140926361e-02,2.253554388880729675e-02,2.258020453155040741e-02,2.154505252838134766e-02,1.993313804268836975e-02,1.840461045503616333e-02,1.757114008069038391e-02,1.783971488475799561e-02,1.924259960651397705e-02,2.130685746669769287e-02,2.314996346831321716e-02,2.388853952288627625e-02,2.314996719360351562e-02,2.130685746669769287e-02,1.924260146915912628e-02,1.783972419798374176e-02,1.757113821804523468e-02,1.840460300445556641e-02,1.993313618004322052e-02,2.154505439102649689e-02,2.258021011948585510e-02,2.253554575145244598e-02,2.130656316876411438e-02,1.930155791342258453e-02,1.727845706045627594e-02,1.596136391162872314e-02,1.567818969488143921e-02,1.623328216373920441e-02,1.704312115907669067e-02,1.741653680801391602e-02,1.684607192873954773e-02,1.521886978298425674e-02,1.287178136408329010e-02,1.044117286801338196e-02,8.555747568607330322e-03,7.538948208093643188e-03,7.295936811715364456e-03,7.427214644849300385e-03,7.462668232619762421e-03,7.079135626554489136e-03,6.231312174350023270e-03,5.173644982278347015e-03,4.346380475908517838e-03,4.130573943257331848e-03,4.589263815432786942e-03,5.390390288084745407e-03,6.007099524140357971e-03,6.060302723199129105e-03,5.538008641451597214e-03,4.744902718812227249e-03,4.076789133250713348e-03,3.821020713075995445e-03
3.977106418460607529e-03,4.216779023408889771e-03,4.845307674258947372e-03,5.596347618848085403e-03,6.096697878092527390e-03,6.057624705135822296e-03,5.496501456946134567e-03,4.783594515174627304e-03,4.419130738824605942e-03,4.695179406553506851e-03,5.514835007488727570e-03,6.497794296592473984e-03,7.258279714733362198e-03,7.643868215382099152e-03,7.817292585968971252e-03,8.189295418560504913e-03,9.245174936950206757e-03,1.130060199648141861e-02,1.426932029426097870e-02,1.759007759392261505e-02,2.041658386588096619e-02,2.200323902070522308e-02,2.207036688923835754e-02,2.094917371869087219e-02,1.945452205836772919e-02,1.856342330574989319e-02,1.901794783771038055e-02,2.098295092582702637e-02,2.391529828310012817e-02,2.676588110625743866e-02,2.846493758261203766e-02,2.843221463263034821e-02,2.681653015315532684e-02,2.437000907957553864e-02,2.210791036486625671e-02,2.095796167850494385e-02,2.147434838116168976e-02,2.360642515122890472e-02,2.660034596920013428e-02,2.920705825090408325e-02,3.023928031325340271e-02,2.920706570148468018e-02,2.660034969449043274e-02,2.360644005239009857e-02,2.147435396909713745e-02,2.095796167850494385e-02,2.210790105164051056e-02,2.437000535428524017e-02,2.681652829051017761e-02,2.843222022056579590e-02,2.846494317054748535e-02,2.676587924361228943e-02,2.391530014574527740e-02,2.098295465111732483e-02,1.901795342564582825e-02,1.856343820691108704e-02,1.945453509688377380e-02,2.094918489456176758e-02,2.207037806510925293e-02,2.200325578451156616e-02,2.041659876704216003e-02,1.759008690714836121e-02,1.426932681351900101e-02,1.130061224102973938e-02,9.245187975466251373e-03,8.189305663108825684e-03,7.817291654646396637e-03,7.643857505172491074e-03,7.258262485265731812e-03,6.497777998447418213e-03,5.514826159924268723e-03,4.695171955972909927e-03,4.419122356921434402e-03,4.783583339303731918e-03,5.496492609381675720e-03,6.057620979845523834e-03,6.096697878092527390e-03,5.596347153186798096e-03,4.845300689339637756e-03,4.216774832457304001e-03,3.977106418460607529e-03
4.226010758429765701e-03,4.440788179636001587e-03,5.008081439882516861e-03,5.693851038813591003e-03,6.159327458590269089e-03,6.139785982668399811e-03,5.660658236593008041e-03,5.079220514744520187e-03,4.856287036091089249e-03,5.224863998591899872e-03,6.039642263203859329e-03,6.927165202796459198e-03,7.593540940433740616e-03,8.052483201026916504e-03,8.654233999550342560e-03,9.944394230842590332e-03,1.242188923060894012e-02,1.625385507941246033e-02,2.104972861707210541e-02,2.585727348923683167e-02,2.947887778282165527e-02,3.099969029426574707e-02,3.024515882134437561e-02,2.791428565979003906e-02,2.533132210373878479e-02,2.394042909145355225e-02,2.473464980721473694e-02,2.781447395682334900e-02,3.227026388049125671e-02,3.651158511638641357e-02,3.895674645900726318e-02,3.875015303492546082e-02,3.612495213747024536e-02,3.225567564368247986e-02,2.875291742384433746e-02,2.707116305828094482e-02,2.800664305686950684e-02,3.136527910828590393e-02,3.591972589492797852e-02,3.980662673711776733e-02,4.133083671331405640e-02,3.980661928653717041e-02,3.591973707079887390e-02,3.136528283357620239e-02,2.800664864480495453e-02,2.707116119563579559e-02,2.875290811061859131e-02,3.225566819310188293e-02,3.612495958805084229e-02,3.875017538666725159e-02,3.895676136016845703e-02,3.651158139109611511e-02,3.227026015520095825e-02,2.781448140740394592e-02,2.473466098308563232e-02,2.394044585525989532e-02,2.533133327960968018e-02,2.791429869830608368e-02,3.024517185986042023e-02,3.099971078336238861e-02,2.947889640927314758e-02,2.585728466510772705e-02,2.104973793029785156e-02,1.625386811792850494e-02,1.242190878838300705e-02,9.944405406713485718e-03,8.654233068227767944e-03,8.052466437220573425e-03,7.593517191708087921e-03,6.927143782377243042e-03,6.039628293365240097e-03,5.224851891398429871e-03,4.856272600591182709e-03,5.079202353954315186e-03,5.660642869770526886e-03,6.139779929071664810e-03,6.159327458590269089e-03,5.693850107491016388e-03,5.008073057979345322e-03,4.440779797732830048e-03,4.226010758429765701e-03
4.549661651253700256e-03,4.733607172966003418e-03,5.225094500929117203e-03,5.829890258610248566e-03,6.251078099012374878e-03,6.252553779631853104e-03,5.869261920452117920e-03,5.443500820547342300e-03,5.390191916376352310e-03,5.873823538422584534e-03,6.696169264614582062e-03,7.503296714276075363e-03,8.131070993840694427e-03,8.817360736429691315e-03,1.015870179980993271e-02,1.286851428449153900e-02,1.744354143738746643e-02,2.382774278521537781e-02,3.120179474353790283e-02,3.807824477553367615e-02,4.279062524437904358e-02,4.421218857169151306e-02,4.233367368578910828e-02,3.837509825825691223e-02,3.436654433608055115e-02,3.238726779818534851e-02,3.375599160790443420e-02,3.845883533358573914e-02,4.505918174982070923e-02,5.121076852083206177e-02,5.463097989559173584e-02,5.410042032599449158e-02,4.998951777815818787e-02,4.407643154263496399e-02,3.880993276834487915e-02,3.638008236885070801e-02,3.791492432355880737e-02,4.300995543599128723e-02,4.976654797792434692e-02,5.545667186379432678e-02,5.767326429486274719e-02,5.545667558908462524e-02,4.976654797792434692e-02,4.300998523831367493e-02,3.791493177413940430e-02,3.638008981943130493e-02,3.880991786718368530e-02,4.407642781734466553e-02,4.998952895402908325e-02,5.410043522715568542e-02,5.463098734617233276e-02,5.121077224612236023e-02,4.505918174982070923e-02,3.845883905887603760e-02,3.375601395964622498e-02,3.238728269934654236e-02,3.436656296253204346e-02,3.837510943412780762e-02,4.233369231224060059e-02,4.421221464872360229e-02,4.279065504670143127e-02,3.807825222611427307e-02,3.120181523263454437e-02,2.382775768637657166e-02,1.744355447590351105e-02,1.286852452903985977e-02,1.015869714319705963e-02,8.817336522042751312e-03,8.131038397550582886e-03,7.503267377614974976e-03,6.696149241179227829e-03,5.873807240277528763e-03,5.390171427279710770e-03,5.443476140499114990e-03,5.869239568710327148e-03,6.252544000744819641e-03,6.251076702028512955e-03,5.829888395965099335e-03,5.225085187703371048e-03,4.733599256724119186e-03,4.549661651253700256e-03
4.922837018966674805e-03,5.073711276054382324e-03,5.484038032591342926e-03,6.002299021929502487e-03,6.375656928867101669e-03,6.397315766662359238e-03,6.111800670623779297e-03,5.846695974469184875e-03,5.971187260001897812e-03,6.582016125321388245e-03,7.433958817273378372e-03,8.211468346416950226e-03,8.916853927075862885e-03,1.006156392395496368e-02,1.253334432840347290e-02,1.723039336502552032e-02,2.461704798042774200e-02,3.433131426572799683e-02,4.500295966863632202e-02,5.447890609502792358e-02,6.052757054567337036e-02,6.178841367363929749e-02,5.849071219563484192e-02,5.253006145358085632e-02,4.682897031307220459e-02,4.425192996859550476e-02,4.649705439805984497e-02,5.336838960647583008e-02,6.273403763771057129e-02,7.128222286701202393e-02,7.585514336824417114e-02,7.479877769947052002e-02,6.868708133697509766e-02,6.008866801857948303e-02,5.253191292285919189e-02,4.914537817239761353e-02,5.147126689553260803e-02,5.882148072123527527e-02,6.842555850744247437e-02,7.644195109605789185e-02,7.955076545476913452e-02,7.644195109605789185e-02,6.842557340860366821e-02,5.882150307297706604e-02,5.147128179669380188e-02,4.914538562297821045e-02,5.253189429640769958e-02,6.008866429328918457e-02,6.868710368871688843e-02,7.479880750179290771e-02,7.585516571998596191e-02,7.128220796585083008e-02,6.273404508829116821e-02,5.336838588118553162e-02,4.649707302451133728e-02,4.425194114446640015e-02,4.682898148894309998e-02,5.253007635474205017e-02,5.849073827266693115e-02,6.178844720125198364e-02,6.052759289741516113e-02,5.447891727089881897e-02,4.500297084450721741e-02,3.433133289217948914e-02,2.461707033216953278e-02,1.723040267825126648e-02,1.253333035856485367e-02,1.006152946501970291e-02,8.916813880205154419e-03,8.211433887481689453e-03,7.433935999870300293e-03,6.581995636224746704e-03,5.971161648631095886e-03,5.846664775162935257e-03,6.111774127930402756e-03,6.397301796823740005e-03,6.375652737915515900e-03,6.002295762300491333e-03,5.484026391059160233e-03,5.073701031506061554e-03,4.922837018966674805e-03
5.316420923918485641e-03,5.435873754322528839e-03,5.769482813775539398e-03,6.206798832863569260e-03,6.536368746310472488e-03,6.577893160283565521e-03,6.384257227182388306e-03,6.270184181630611420e-03,6.564554292708635330e-03,7.305431179702281952e-03,8.214846253395080566e-03,9.038334712386131287e-03,9.977737441658973694e-03,1.185682136565446854e-02,1.588481850922107697e-02,2.314695902168750763e-02,3.403415530920028687e-02,4.779280722141265869e-02,6.238794699311256409e-02,7.488984614610671997e-02,8.243042975664138794e-02,8.341503143310546875e-02,7.839494198560714722e-02,7.009211927652359009e-02,6.249261274933815002e-02,5.937416851520538330e-02,6.284645944833755493e-02,7.244903594255447388e-02,8.518371731042861938e-02,9.657363593578338623e-02,1.024300083518028259e-01,1.006113067269325256e-01,9.197147935628890991e-02,8.005550503730773926e-02,6.970345973968505859e-02,6.517292559146881104e-02,6.849260628223419189e-02,7.861390709877014160e-02,9.169775247573852539e-02,1.025491878390312195e-01,1.067440509796142578e-01,1.025491878390312195e-01,9.169772267341613770e-02,7.861390709877014160e-02,6.849261373281478882e-02,6.517293304204940796e-02,6.970344483852386475e-02,8.005550503730773926e-02,9.197148680686950684e-02,1.006113514304161072e-01,1.024300307035446167e-01,9.657364338636398315e-02,8.518371731042861938e-02,7.244904339313507080e-02,6.284645944833755493e-02,5.937417224049568176e-02,6.249262765049934387e-02,7.009214162826538086e-02,7.839496433734893799e-02,8.341502398252487183e-02,8.243045210838317871e-02,7.488987594842910767e-02,6.238795816898345947e-02,4.779281839728355408e-02,3.403416648507118225e-02,2.314695902168750763e-02,1.588479615747928619e-02,1.185677479952573776e-02,9.977687150239944458e-03,9.038293734192848206e-03,8.214820176362991333e-03,7.305407896637916565e-03,6.564526353031396866e-03,6.270148791372776031e-03,6.384227890521287918e-03,6.577875465154647827e-03,6.536362692713737488e-03,6.206791847944259644e-03,5.769468378275632858e-03,5.435862578451633453e-03,5.316420923918485641e-03
5.702212918549776077e-03,5.795127246528863907e-03,6.064610555768013000e-03,6.436106283217668533e-03,6.733379326760768890e-03,6.797635927796363831e-03,6.687975022941827774e-03,6.708505097776651382e-03,7.155569735914468765e-03,8.021992631256580353e-03,9.015464223921298981e-03,9.965503588318824768e-03,1.130029838532209396e-02,1.418283022940158844e-02,2.016047760844230652e-02,3.049692511558532715e-02,4.546436294913291931e-02,6.383706629276275635e-02,8.281732350587844849e-02,9.861225634813308716e-02,1.076725721359252930e-01,1.081887185573577881e-01,1.011221036314964294e-01,9.016007930040359497e-02,8.050031214952468872e-02,7.693633437156677246e-02,8.200158923864364624e-02,9.488083422183990479e-02,1.115446537733078003e-01,1.261695325374603271e-01,1.334023177623748779e-01,1.305781304836273193e-01,1.189108192920684814e-01,1.030967384576797485e-01,8.949898183345794678e-02,8.367367833852767944e-02,8.819580078125000000e-02,1.015800088644027710e-01,1.187354251742362976e-01,1.328944265842437744e-01,1.383546739816665649e-01,1.328944116830825806e-01,1.187354400753974915e-01,1.015800312161445618e-01,8.819582313299179077e-02,8.367369323968887329e-02,8.949898183345794678e-02,1.030967384576797485e-01,1.189108490943908691e-01,1.305781602859497070e-01,1.334023326635360718e-01,1.261695325374603271e-01,1.115446463227272034e-01,9.488082677125930786e-02,8.200161904096603394e-02,7.693634927272796631e-02,8.050031214952468872e-02,9.016009420156478882e-02,1.011221110820770264e-01,1.081887185573577881e-01,1.076726093888282776e-01,9.861226379871368408e-02,8.281733840703964233e-02,6.383707374334335327e-02,4.546438902616500854e-02,3.049691207706928253e-02,2.016044408082962036e-02,1.418277341872453690e-02,1.130023971199989319e-02,9.965457953512668610e-03,9.015437215566635132e-03,8.021969348192214966e-03,7.155540399253368378e-03,6.708470173180103302e-03,6.687944754958152771e-03,6.797615438699722290e-03,6.733368150889873505e-03,6.436092779040336609e-03,6.064591463655233383e-03,5.795112811028957367e-03,5.702212918549776077e-03
6.057554855942726135e-03,6.130562629550695419e-03,6.352879106998443604e-03,6.678854580968618393e-03,6.960141938179731369e-03,7.054212968796491623e-03,7.023982703685760498e-03,7.164158858358860016e-03,7.745126727968454361e-03,8.727281354367733002e-03,9.821381419897079468e-03,1.095989812165498734e-02,1.281554996967315674e-02,1.690545491874217987e-02,2.512077055871486664e-02,3.888981789350509644e-02,5.832462012767791748e-02,8.166091889142990112e-02,1.052637845277786255e-01,1.244192942976951599e-01,1.348786205053329468e-01,1.346507966518402100e-01,1.251918673515319824e-01,1.112722307443618774e-01,9.941817075014114380e-02,9.551269561052322388e-02,1.025090739130973816e-01,1.191483214497566223e-01,1.402231454849243164e-01,1.584095954895019531e-01,1.670835018157958984e-01,1.630358248949050903e-01,1.479156017303466797e-01,1.277215927839279175e-01,1.105171367526054382e-01,1.032955124974250793e-01,1.092226505279541016e-01,1.263075172901153564e-01,1.480500996112823486e-01,1.659243255853652954e-01,1.728040874004364014e-01,1.659243255853652954e-01,1.480500698089599609e-01,1.263075321912765503e-01,1.092226505279541016e-01,1.032955050468444824e-01,1.105171367526054382e-01,1.277216076850891113e-01,1.479156017303466797e-01,1.630358248949050903e-01,1.670835614204406738e-01,1.584096103906631470e-01,1.402230709791183472e-01,1.191483214497566223e-01,1.025090664625167847e-01,9.551271796226501465e-02,9.941817075014114380e-02,1.112722307443618774e-01,1.251918524503707886e-01,1.346507966518402100e-01,1.348786652088165283e-01,1.244193091988563538e-01,1.052637696266174316e-01,8.166094869375228882e-02,5.832462385296821594e-02,3.888980299234390259e-02,2.512072399258613586e-02,1.690538600087165833e-02,1.281548477709293365e-02,1.095985062420368195e-02,9.821351617574691772e-03,8.727258071303367615e-03,7.745101116597652435e-03,7.164128124713897705e-03,7.023951970040798187e-03,7.054192014038562775e-03,6.960122846066951752e-03,6.678832694888114929e-03,6.352853961288928986e-03,6.130543537437915802e-03,6.057554855942726135e-03
6.368541624397039413e-03,6.428113207221031189e-03,6.619602441787719727e-03,6.919432897120714188e-03,7.201057393103837967e-03,7.334836293011903763e-03,7.385700009763240814e-03,7.638187147676944733e-03,8.339063264429569244e-03,9.423915296792984009e-03,1.061811577528715134e-02,1.196829508990049362e-02,1.439947262406349182e-02,1.978655345737934113e-02,3.036252409219741821e-02,4.770742356777191162e-02,7.174371182918548584e-02,1.001249849796295166e-01,1.283343285322189331e-01,1.507098972797393799e-01,1.623080372810363770e-01,1.609973013401031494e-01,1.487988084554672241e-01,1.316519975662231445e-01,1.174896955490112305e-01,1.133270785212516785e-01,1.225218847393989563e-01,1.432950645685195923e-01,1.691459864377975464e-01,1.911352574825286865e-01,2.012932747602462769e-01,1.958580017089843750e-01,1.769755184650421143e-01,1.520609557628631592e-01,1.310072243213653564e-01,1.223428919911384583e-01,1.298532187938690186e-01,1.509863585233688354e-01,1.777145564556121826e-01,1.996155679225921631e-01,2.080320715904235840e-01,1.996155530214309692e-01,1.777145564556121826e-01,1.509863883256912231e-01,1.298532187938690186e-01,1.223428845405578613e-01,1.310072094202041626e-01,1.520610004663467407e-01,1.769755333662033081e-01,1.958580017089843750e-01,2.012932747602462769e-01,1.911352127790451050e-01,1.691458970308303833e-01,1.432950347661972046e-01,1.225218921899795532e-01,1.133270561695098877e-01,1.174896806478500366e-01,1.316519826650619507e-01,1.487987935543060303e-01,1.609973311424255371e-01,1.623080670833587646e-01,1.507098823785781860e-01,1.283343285322189331e-01,1.001249775290489197e-01,7.174371182918548584e-02,4.770740494132041931e-02,3.036246448755264282e-02,1.978647708892822266e-02,1.439940091222524643e-02,1.196824852377176285e-02,1.061808690428733826e-02,9.423897601664066315e-03,8.339039050042629242e-03,7.638158742338418961e-03,7.385669741779565811e-03,7.334811612963676453e-03,7.201030384749174118e-03,6.919400300830602646e-03,6.619570776820182800e-03,6.428091786801815033e-03,6.368541624397039413e-03
